ORGANIZATION,NODE_NAME,LATITUDE,LONGITUDE,CITY,STATE,COUNTRY,SOURCE,ASOF_DATE
hosTELyon,hosTELyon,45.7700085643,4.83003047549,Lyon,Rhône-Alpes,FR,PeeringDB,2021-12-31
"Cogent Communications, Inc.",Cogent Nantes,47.2103857616,-1.5900169285,Nantes,Pays de la Loire,FR,PeeringDB,2021-12-31
"Cogent Communications, Inc.",Cogent Poitiers,46.5832922557,0.33327652854,Poitier,Poitou-Charentes,FR,PeeringDB,2021-12-31
"Cogent Communications, Inc.",Cogent Rennes,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
Neuf Cegetel SA.,Neuf Rouen,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
"Cogent Communications, Inc.",Cogent Tours,47.3803753856,0.69994665386,Tours,Centre,FR,PeeringDB,2021-12-31
"Cogent Communications, Inc.",Cogent Velizy,48.8004695832,2.13334753277,Versailles,Île-de-France,FR,PeeringDB,2021-12-31
Sanef Telecom,Sanef Telecom Reims,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
Pulsant (Scotland) Ltd,Pulsant Milton Keynes,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
Thüringer Netkom GmbH,Carrierswitchraum Jena,50.9304429312,11.5800060615,Jena,Thüringen,DE,PeeringDB,2021-12-31
IKS Service GmbH,Intershop-Tower Jena,50.9304429312,11.5800060615,Jena,Thüringen,DE,PeeringDB,2021-12-31
Telehouse - Global Data Centers,Telehouse - Teleport Center (New York),40.7004213654,-74.1700053321,Newark,New Jersey,US,PeeringDB,2021-12-31
AT TOKYO Corporation,AT TOKYO (CC1/CC2),35.6850169058,139.751407429,Tokyo,Tokyo,JP,PeeringDB,2021-12-31
Lumen Technologies Inc,Level(3) Jersey City,40.749979064,-73.9800169288,New York,New York,US,PeeringDB,2021-12-31
Bahnhof,Bahnhof Pionen,59.3507599543,18.0973347328,Stockholm,Stockholm,SE,PeeringDB,2021-12-31
LVRTC,LVRTC TV Tower,56.9500238232,24.0999653714,Riga,Riga,LV,PeeringDB,2021-12-31
Santa Monica Networks,Perses 2 - Riga,56.9500238232,24.0999653714,Riga,Riga,LV,PeeringDB,2021-12-31
Gigastream plc,Gigastream Oxford 1,51.7704174999,-1.24998600402,Oxford,Oxfordshire,GB,PeeringDB,2021-12-31
ADDIX Internet Services GmbH,Hoern Campus Kiel,54.330390441,10.1300170478,Kiel,Schleswig-Holstein,DE,PeeringDB,2021-12-31
euNetworks Group,euNetworks Colocation Frankfurt,50.0999768261,8.67501542017,Frankfurt,Hessen,DE,PeeringDB,2021-12-31
euNetworks Group,euNetworks Colocation Hannover,52.3669702343,9.71665726588,Hannover,Niedersachsen,DE,PeeringDB,2021-12-31
euNetworks Group,euNetworks Colocation Dresden,51.0499705191,13.7500028063,Dresden,Sachsen,DE,PeeringDB,2021-12-31
euNetworks Group,euNetworks Colocation Leipzig,51.3354052929,12.4099812405,Leipzig,Sachsen,DE,PeeringDB,2021-12-31
euNetworks Group,euNetworks Colocation Hamburg,53.5500246369,9.99999914413,Hamburg,Hamburg,DE,PeeringDB,2021-12-31
euNetworks Group,euNetworks Duesseldorf - site closed,51.2203735546,6.77998897159,Düsseldorf,Nordrhein-Westfalen,DE,PeeringDB,2021-12-31
euNetworks Group,euNetworks Colocation Koeln,50.9300036815,6.95000443383,Cologne,Nordrhein-Westfalen,DE,PeeringDB,2021-12-31
euNetworks Group,euNetworks Colocation Muenchen 1,48.129942036,11.5749934475,Munich,Bayern,DE,PeeringDB,2021-12-31
euNetworks Group,euNetworks Colocation Nuernberg,49.4700152782,10.9999897854,Fürth,Bayern,DE,PeeringDB,2021-12-31
E-Commerce Park N.V.,E-Commerce Park N.V.,12.2004297068,-69.0199837663,Willemstad,,CW,PeeringDB,2021-12-31
Dimension Data,Internet Solutions Cape Town,-33.9200109672,18.4349881578,Cape Town,Western Cape,ZA,PeeringDB,2021-12-31
"Fundacao para a Ciencia e a Tecnologia, I.P.",FCCN Oporto,41.1500063264,-8.62000126284,Porto,Porto,PT,PeeringDB,2021-12-31
The UK Grid Network LTD,The UK Grid Network LTD (Greenheys DC),53.5004152619,-2.24798710266,Manchester,Manchester,GB,PeeringDB,2021-12-31
YRIX,YRIX,45.7883020214,-108.540000449,Billings,Montana,US,PeeringDB,2021-12-31
TelePacific Communications,TelePacific,37.7400077505,-122.459977663,San Francisco,California,US,PeeringDB,2021-12-31
LG Telecom,KIDC 1 Center,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
"Switch, Ltd.",Switch Las Vegas,36.2099977814,-115.220006146,Las Vegas,Nevada,US,PeeringDB,2021-12-31
Utility Line Italia,ULI-WEBFARM,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
iNES Group,iNES Datacenter Bucharest,44.4333718049,26.099946654,Bucharest,Bucharest,RO,PeeringDB,2021-12-31
Subisu Cablenet,Subisu Cablenet (P.) Ltd.,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
"Cologix, Inc.",Cologix TOR1,43.6999798778,-79.4200207944,Toronto,Ontario,CA,PeeringDB,2021-12-31
oja.at GmbH,Kelag Klagenfurt,46.6203442577,14.310020303,Klagenfurt,Kärnten,AT,PeeringDB,2021-12-31
Stadtwerke Klagenfurt AG,Klagenfurt Stadtwerke,46.6203442577,14.310020303,Klagenfurt,Kärnten,AT,PeeringDB,2021-12-31
IPHH Internet Port Hamburg GmbH,IPHH HH2 (Wendenstrasse 408),53.5500246369,9.99999914413,Hamburg,Hamburg,DE,PeeringDB,2021-12-31
Bothell Data Services,"Kanobe, LLC",47.9604174999,-122.199967694,Everett,Washington,US,PeeringDB,2021-12-31
Hibernia Atlantic,Hibernia Atlantic Dublin International Exchange Center,53.333061136,-6.24890568178,Dublin,Dublin,IE,PeeringDB,2021-12-31
SWU TeleNet GmbH,SWU ColoCenter Ulm,48.4003906444,9.99999914413,Ulm,Baden-Württemberg,DE,PeeringDB,2021-12-31
Telia Company,Telia Telehouse KJJ,59.4338773795,24.7280407295,Tallinn,Harju,EE,PeeringDB,2021-12-31
Data Logistics Center,Data Center J13,54.6833663118,25.3166352933,Vilnius,Vilniaus,LT,PeeringDB,2021-12-31
LUMII,Sigmanet Data Centre,56.9500238232,24.0999653714,Riga,Riga,LV,PeeringDB,2021-12-31
n@work Internet Informationssysteme GmbH,n@work Hamburg Wendenstraße,53.5500246369,9.99999914413,Hamburg,Hamburg,DE,PeeringDB,2021-12-31
The One Provider Group Pty Ltd,Servers Australia DC,-33.4200414848,151.300004841,Central Coast,New South Wales,AU,PeeringDB,2021-12-31
PROFISOL,PROFISOL Bucharest,44.4333718049,26.099946654,Bucharest,Bucharest,RO,PeeringDB,2021-12-31
Gemeente Heerlen,NDIX Marktplaats Heerlen,50.8529970672,5.67700247661,Maastricht,Limburg,NL,PeeringDB,2021-12-31
American Internet Services,9305 Lightwave Ave,32.8200238231,-117.17998987,San Diego,California,US,PeeringDB,2021-12-31
American Internet Services,9725 Scranton Rd,32.8200238231,-117.17998987,San Diego,California,US,PeeringDB,2021-12-31
Digita Oy,Digita Helsinki Pasila Broadcasting Tower,60.175563374,24.9341263415,Helsinki,Southern Finland,FI,PeeringDB,2021-12-31
"Cologix, Inc.",Cologix MIN1,44.9799792674,-93.2517863381,Minneapolis,Minnesota,US,PeeringDB,2021-12-31
DataCenter Winterthur,DataCenter Winterthur,47.3799878124,8.55001013046,Zürich,Zürich,CH,PeeringDB,2021-12-31
NewTelco Germany,NewTelco Frankfurt,50.0999768261,8.67501542017,Frankfurt,Hessen,DE,PeeringDB,2021-12-31
"Johnson Services, LLC.",JSLLC Bozeman,45.6800915721,-111.037832481,Bozeman,Montana,US,PeeringDB,2021-12-31
Mezon,Mezon Business Park,47.0050236197,28.8577111397,Chișinău,Chisinau,MD,PeeringDB,2021-12-31
Global Switch,Global Switch Frankfurt,50.0999768261,8.67501542017,Frankfurt,Hessen,DE,PeeringDB,2021-12-31
Vline Telecom,Vline Telecom,55.7521641226,37.6155228259,Moscow,Moskva,RU,PeeringDB,2021-12-31
Telium Networks,PIX Telium,-22.3300207328,-49.0800122493,Bauru,São Paulo,BR,PeeringDB,2021-12-31
GoDaddy,Rent a Rack,59.9166902864,10.749979206,Oslo,Oslo,NO,PeeringDB,2021-12-31
Internet Light and Power Inc.,210 Sheppard Avenue East,43.6999798778,-79.4200207944,Toronto,Ontario,CA,PeeringDB,2021-12-31
Alionis,Alionis VBO,48.8004695832,2.13334753277,Versailles,Île-de-France,FR,PeeringDB,2021-12-31
Siminn Hosting,Siminn Hosting,55.6785641904,12.5634857473,København,Hovedstaden,DK,PeeringDB,2021-12-31
Ikoula,Ikoula IKDC1,49.250390441,4.02997595075,Reims,Champagne-Ardenne,FR,PeeringDB,2021-12-31
Neuf Cegetel SA.,Neuf Reims,49.250390441,4.02997595075,Reims,Champagne-Ardenne,FR,PeeringDB,2021-12-31
"Equinix, Inc.","Equinix GV2 - Geneva, West",46.2100075471,6.14002803409,Geneva,Genève,CH,PeeringDB,2021-12-31
Tex97,Tex97 S.p.a.,45.0703871857,7.66996048853,Turin,Piemonte,IT,PeeringDB,2021-12-31
Cassidy/Turley,Oak Tower,39.1070885098,-94.6040942189,Kansas City,Missouri,US,PeeringDB,2021-12-31
Serverfarm,Serverfarm AMS1 Amsterdam,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,PeeringDB,2021-12-31
"Equinix, Inc.","Equinix LD5 - London, Slough",51.4699707226,-0.98002832173,Reading,Oxfordshire,GB,PeeringDB,2021-12-31
"Equinix, Inc.",Equinix ZH4 - Zurich,47.3799878124,8.55001013046,Zürich,Zürich,CH,PeeringDB,2021-12-31
Datahouse,Datahouse Alkmaar,52.3804319449,4.62999100609,Haarlem,Noord-Holland,NL,PeeringDB,2021-12-31
Telehouse - Global Data Centers,Telehouse - London (Docklands West),NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
"JSC ""Russian Railways"", ""October Railway""",IVC ORW Saint-Petersburg,59.9390145051,30.3160200589,St. Petersburg,City of St. Petersburg,RU,PeeringDB,2021-12-31
CityNet Telecom,CityNet Host,30.0499603465,31.2499682197,Cairo,Al Qahirah,EG,PeeringDB,2021-12-31
SRCE Zagreb,SRCE Zagreb,45.8000067333,15.9999946682,Zagreb,Grad Zagreb,HR,PeeringDB,2021-12-31
Amatis Networks,Reading Data,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
Telehouse Saint Petersburg,Telehouse Saint Petersburg,59.9390145051,30.3160200589,St. Petersburg,City of St. Petersburg,RU,PeeringDB,2021-12-31
"Equinix, Inc.","Equinix PA6 - Paris, Condorcet",48.8666929312,2.33333532574,Paris,Île-de-France,FR,PeeringDB,2021-12-31
ThinkTel Communications Ltd.,ThinkTel Communications Edmonton,53.5500246369,-113.499981935,Edmonton,Alberta,CA,PeeringDB,2021-12-31
Fuzion A/S,Fuzion Skanderborg,56.1572039989,10.2106839586,Århus,Midtjylland,DK,PeeringDB,2021-12-31
Fuzion A/S,Fuzion Aarhus,56.1572039989,10.2106839586,Århus,Midtjylland,DK,PeeringDB,2021-12-31
Fiber Direkt i Sverige AB,Fiber Direkt Warf,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
Smartdc,Smartdc Data center Rotterdam,51.919969095,4.47997432315,Rotterdam,Zuid-Holland,NL,PeeringDB,2021-12-31
Teraco Data Environments Pty Ltd,"Teraco Johannesburg Campus, South Africa",-26.1495808728,28.3299397367,Benoni,Gauteng,ZA,PeeringDB,2021-12-31
Lumen Technologies Inc,Level(3) Salt Lake City,40.7750162954,-111.930051922,Salt Lake City,Utah,US,PeeringDB,2021-12-31
"Verizon Communications, Inc.",XO Salt Lake City IP PoP,40.7750162954,-111.930051922,Salt Lake City,Utah,US,PeeringDB,2021-12-31
Ad Valem Technologies,Ad Valem Technologies - France (Saint-Denis),48.8666929312,2.33333532574,Paris,Île-de-France,FR,PeeringDB,2021-12-31
Serverius Holding B.V.,Serverius DC1,52.5240000889,6.09699652852,Zwolle,Overijssel,NL,PeeringDB,2021-12-31
1&1 Versatel Deutschland GmbH,KielNET Telehouse,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
SpaceNet,SpaceNet (LA),48.129942036,11.5749934475,Munich,Bayern,DE,PeeringDB,2021-12-31
MIX s.r.l.,MIX,45.4699751984,9.20500890976,Milan,Lombardia,IT,PeeringDB,2021-12-31
NASA,NASA Moffet Field,37.2999829295,-121.849989056,San Jose,California,US,PeeringDB,2021-12-31
Serbia BroadBand d.o.o.,Serbia BroadBand,44.8186454458,20.4679906806,Belgrade,Grad Beograd,RS,PeeringDB,2021-12-31
Synterra CJSC,SYNTERRA DataCenter,55.7521641226,37.6155228259,Moscow,Moskva,RU,PeeringDB,2021-12-31
euNetworks Group,euNetworks Colocation Rostock,54.0703804719,12.1499971096,Rostock,Mecklenburg-Vorpommern,DE,PeeringDB,2021-12-31
euNetworks Group,euNetworks Colocation Kiel,54.330390441,10.1300170478,Kiel,Schleswig-Holstein,DE,PeeringDB,2021-12-31
euNetworks Group,euNetworks Colocation Bremen,53.080001647,8.80002070988,Bremen,Bremen,DE,PeeringDB,2021-12-31
euNetworks Group,euNetworks Colocation Bielefeld,52.0299882193,8.53001135116,Bielefeld,Nordrhein-Westfalen,DE,PeeringDB,2021-12-31
euNetworks Group,euNetworks Colocation Magdeburg,52.1304213655,11.6200036201,Magdeburg,Sachsen-Anhalt,DE,PeeringDB,2021-12-31
euNetworks Group,euNetworks Colocation Dortmund,51.5299670604,7.45002559269,Dortmund,Nordrhein-Westfalen,DE,PeeringDB,2021-12-31
euNetworks Group,euNetworks Colocation Mannheim,49.5003751822,8.47001501327,Mannheim,Baden-Württemberg,DE,PeeringDB,2021-12-31
euNetworks Group,euNetworks Colocation Stuttgart,48.7799798778,9.19999629582,Stuttgart,Baden-Württemberg,DE,PeeringDB,2021-12-31
euNetworks Group,euNetworks Colocation Karlsruhe,48.9999922883,8.39999344751,Karlsruhe,Baden-Württemberg,DE,PeeringDB,2021-12-31
euNetworks Group,euNetworks Colocation Wuerzburg,49.8004343863,9.95002803411,Würzburg,Bayern,DE,PeeringDB,2021-12-31
euNetworks Group,euNetworks Colocation Erfurt,50.9700529166,11.0299621161,Erfurt,Thüringen,DE,PeeringDB,2021-12-31
Arnes,SIX SI Ljubljana Technology Park,46.0552883088,14.5149690335,Ljubljana,Osrednjeslovenska,SI,PeeringDB,2021-12-31
Arnes,SIX SI Jozef Stefan Institute,46.0552883088,14.5149690335,Ljubljana,Osrednjeslovenska,SI,PeeringDB,2021-12-31
"Equinix, Inc.","Equinix ML2 - Milan, Savona",45.4699751984,9.20500890976,Milan,Lombardia,IT,PeeringDB,2021-12-31
"Equinix, Inc.","Equinix ML3 - Milan, Basiglio",45.4699751984,9.20500890976,Milan,Lombardia,IT,PeeringDB,2021-12-31
Internetworking Atlantic Inc.,Internetworking Atlantic,44.6500252473,-63.6000045183,Halifax,Nova Scotia,CA,PeeringDB,2021-12-31
xpirio Telekommunikation & Service GmbH,Vienna-Hainburgerstrasse (HS33),48.2000152782,16.3666389554,Vienna,Wien,AT,PeeringDB,2021-12-31
1-Net Singapore Pte Ltd,1-Net East,1.29303346649,103.855820678,Singapore,,SG,PeeringDB,2021-12-31
XINON,XINON Graz,47.0777581981,15.4100048408,Graz,Steiermark,AT,PeeringDB,2021-12-31
Arminco Ltd,AIC,40.1811507355,44.5135513904,Yerevan,Erevan,AM,PeeringDB,2021-12-31
"Quonix Networks, Inc.",Quonix Datacenter (2401 Locust St),39.9999731639,-75.1699959734,Philadelphia,Pennsylvania,US,PeeringDB,2021-12-31
(aq) networks limited,aql Salem Church,53.8300075471,-1.58001753886,Leeds,West Yorkshire,GB,PeeringDB,2021-12-31
"Equinix, Inc.",Equinix DU2 - No longer operational,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
Mach-IT.NET,Datacenter Dongen,51.6833371427,5.31666048481,''s-Hertogenbosch,Noord-Brabant,NL,PeeringDB,2021-12-31
GNC-Alfa CJSC,GNC-Alfa Yerevan,40.1811507355,44.5135513904,Yerevan,Erevan,AM,PeeringDB,2021-12-31
GNC-Alfa CJSC,GNC-Alfa Abovyan,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
Fiducial Cloud Organisation,Fiducial Cloud,45.7700085643,4.83003047549,Lyon,Rhône-Alpes,FR,PeeringDB,2021-12-31
Datautama-NET,Datautama-NET,-6.17441770541,106.829437621,Jakarta,Jakarta Raya,ID,PeeringDB,2021-12-31
Digital Realty,Digital Realty EWR (100 Delawanna),40.9199945262,-74.1700053321,Paterson,New Jersey,US,PeeringDB,2021-12-31
LuxConnect,LuxConnect - Bettembourg campus,49.6116603791,6.13000280623,Luxembourg,Luxembourg,LU,PeeringDB,2021-12-31
"Padi Internet, PT",PadiNET Surabaya,-7.24923582065,112.750833292,Surabaya,Jawa Timur,ID,PeeringDB,2021-12-31
PhoenixNAP,PhoenixNAP,33.5399798778,-112.069991701,Phoenix,Arizona,US,PeeringDB,2021-12-31
Antwerp DC,Antwerp DC,51.2203735546,4.41501704776,Antwerpen,Antwerp,BE,PeeringDB,2021-12-31
Asia Tone,Asia Tone Hongkong (DC2),22.304980895,114.185009317,Hong Kong,,HK,PeeringDB,2021-12-31
Telecom Italia Sparkle S.p.A.,Sicily Hub - Telecom Italia Sparkle Palermo Data Center,38.1250230093,13.3500272203,Palermo,Sicily,IT,PeeringDB,2021-12-31
Tiscali,Tiscali Palermo,38.1250230093,13.3500272203,Palermo,Sicily,IT,PeeringDB,2021-12-31
Lumen Technologies Inc,300 W Lexington,39.2999900503,-76.6199849871,Baltimore,Maryland,US,PeeringDB,2021-12-31
EdgeIT AB,EdgeIT,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
iNTERWERK,iNTERWERK Rechenzentrum,50.0999768261,8.67501542017,Frankfurt,Hessen,DE,PeeringDB,2021-12-31
Asia Tone,Asia Tone Hongkong (DC1),22.304980895,114.185009317,Hong Kong,,HK,PeeringDB,2021-12-31
Asia Tone,Asia Tone Singapore,1.29303346649,103.855820678,Singapore,,SG,PeeringDB,2021-12-31
Asia Tone,Asia Tone Shanghai,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
Lumen Technologies Inc,Level(3) Frankfurt,50.0999768261,8.67501542017,Frankfurt,Hessen,DE,PeeringDB,2021-12-31
"Guam Cablevision, LLC.",MCV Guam Datacenter,13.4700162953,144.750017048,Agana,,GU,PeeringDB,2021-12-31
"Guam Cablevision, LLC.",MCV Saipan Datacenter,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
AdNet Telecom,AdNet Datacenter,44.4333718049,26.099946654,Bucharest,Bucharest,RO,PeeringDB,2021-12-31
Gyron Internet Ltd,Gyron Centro,51.8803591096,-0.42001082498,Luton,Luton,GB,PeeringDB,2021-12-31
"Equinix, Inc.",Equinix AT1 - Atlanta,33.830013854,-84.3999493833,Atlanta,Georgia,US,PeeringDB,2021-12-31
365 Data Centers,Flex Data Center,38.8204327586,-77.0999815284,Alexandria,Virginia,US,PeeringDB,2021-12-31
Netriplex,Netriplex,35.6011977326,-82.5541447364,Asheville,North Carolina,US,PeeringDB,2021-12-31
United systems,DATALINE/UA/Leontovicha9,50.433367329,30.5166279691,Kiev,Kiev,UA,PeeringDB,2021-12-31
Delta Telecom Ltd,Delta Telecom,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
IPB Internet Provider in Berlin GmbH,CarrierColo Berlin Kitzing (I/P/B/ site K),52.5218186636,13.4015486233,Berlin,Berlin,DE,PeeringDB,2021-12-31
Thomas Properties Group,800 south hope,33.9899782502,-118.179980511,Los Angeles,California,US,PeeringDB,2021-12-31
First Colo GmbH,First Colo GmbH - Datacenter 1,50.0999768261,8.67501542017,Frankfurt,Hessen,DE,PeeringDB,2021-12-31
"Equinix, Inc.",Equinix CH3 - Elk Grove,42.0483494253,-87.699954673,Evanston,Illinois,US,PeeringDB,2021-12-31
Online Media Developmnet SRL,Ecohost ,44.4333718049,26.099946654,Bucharest,Bucharest,RO,PeeringDB,2021-12-31
"Login, LLC",Login Tucson,32.2049967641,-110.889986208,Tucson,Arizona,US,PeeringDB,2021-12-31
Master Internet s.r.o.,Master DC Prague,50.0833370149,14.4659797757,Prague,Prague,CZ,PeeringDB,2021-12-31
Master Internet s.r.o.,Master DC Brno,49.2003934927,16.609983275,Brno,Kraj Vysocina,CZ,PeeringDB,2021-12-31
NXDATA,NXDATA-2 Bucharest Romania (BU2),44.4333718049,26.099946654,Bucharest,Bucharest,RO,PeeringDB,2021-12-31
SunnyVision,SunnyVision Data Center(SVDC),22.304980895,114.185009317,Hong Kong,,HK,PeeringDB,2021-12-31
Previder B.V.,Previder PDC2,52.5240000889,6.09699652852,Zwolle,Overijssel,NL,PeeringDB,2021-12-31
QuadraNet Enterprises LLC,QuadraNet DTLA,33.9899782502,-118.179980511,Los Angeles,California,US,PeeringDB,2021-12-31
DCENTER.PL,DCENTER.PL - FT21,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
NETBONE DIGITAL AG,RZZH,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
LES.NET (1996) INC,LES.NET YWG1,49.8829874869,-97.1659918638,Winnipeg,Manitoba,CA,PeeringDB,2021-12-31
SFR SA,SFR Netcenter Lille,50.6499690949,3.08000809593,Lille,Nord-Pas-de-Calais,FR,PeeringDB,2021-12-31
4D Data Centres Ltd,4D Surrey,51.4999947297,-0.11672184386,London,Westminster,GB,PeeringDB,2021-12-31
CW Clonshaugh,Cable & Wireless,53.333061136,-6.24890568178,Dublin,Dublin,IE,PeeringDB,2021-12-31
Dacentec,801 Main Street - Lenoir,35.7334893992,-81.3414022234,Hickory,North Carolina,US,PeeringDB,2021-12-31
Medallion Communications Limited,Medallion Lagos,6.44326165348,3.39153107121,Lagos,Lagos,NG,PeeringDB,2021-12-31
PSE Poludnie S.A.,PSE Jordana,50.3500390819,18.9099979235,Bytom,Silesian,PL,PeeringDB,2021-12-31
Atman Sp. z o.o.,"ATMAN Data Center Katowice-1 (KTW-1, Altus)",50.2603804719,19.0200170478,Katowice,Silesian,PL,PeeringDB,2021-12-31
WickedWay,WickedWay Utrecht,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
"Tonaquint Data Center, Inc.",Tonaquint Data Center - Saint George,37.1041550894,-113.583336021,St. George,Utah,US,PeeringDB,2021-12-31
NTT Communications (Data Centers),NTT Com OS2 - Osaka (Telepark Dojima Building 2),NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
"Verizon Communications, Inc.",XO 818 West 7th,33.9899782502,-118.179980511,Los Angeles,California,US,PeeringDB,2021-12-31
"Verizon Communications, Inc.",XO 600 West 7th,33.9899782502,-118.179980511,Los Angeles,California,US,PeeringDB,2021-12-31
Reliance Communications,Reliance IDC-1,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
Reliance Communications,Reliance IDC-2,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
Reliance Communications,Reliance IDC-3,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
Reliance Communications,Reliance IDC-4,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
Global Cloud Xchange,Reliance Skewjack,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
Global Cloud Xchange,Reliance St. Denis,48.8666929312,2.33333532574,Paris,Île-de-France,FR,PeeringDB,2021-12-31
Global Cloud Xchange,Reliance Plerin,48.5166626171,-2.78330326477,St.-Brieuc,Bretagne,FR,PeeringDB,2021-12-31
Global Cloud Xchange,Reliance Taipei Colo,25.0358333333,121.568333333,Taipei,Taipei City,TW,PeeringDB,2021-12-31
Reliance Communications,Reliance Chennai IDC,13.0899878122,80.2799987375,Chennai,Tamil Nadu,IN,PeeringDB,2021-12-31
Reliance Communications,Reliance Hyderabad IDC,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
kyberna AG,kyberna DataCenter,47.1337237743,9.51666947291,Vaduz,,LI,PeeringDB,2021-12-31
Liechtensteinische Kraftwerke,LKW Kollokation TZ Eschen,47.1337237743,9.51666947291,Vaduz,,LI,PeeringDB,2021-12-31
"Atmosera, Inc.",Infinity Internet,45.5200238231,-122.679990074,Portland,Oregon,US,PeeringDB,2021-12-31
Lumen Technologies Inc,Level(3) Dallas,32.8200238231,-96.8400169289,Dallas,Texas,US,PeeringDB,2021-12-31
KPN Wholesale,KPN DC2,52.3499686881,4.91664017601,Amsterdam,Noord-Holland,NL,PeeringDB,2021-12-31
Vocus Group,Vocus DC Sydney,-33.9200109672,151.185179809,Sydney,New South Wales,AU,PeeringDB,2021-12-31
Moebius Tecnologia,Moebius Datacenter,-22.9250231742,-43.2250207942,Rio de Janeiro,Rio de Janeiro,BR,PeeringDB,2021-12-31
VIRTUS Data Centres,VIRTUS LONDON1 (Enfield),NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
ixColo LLC,ixColo,42.8799782502,-78.8800020769,Buffalo,New York,US,PeeringDB,2021-12-31
Elektrizitätswerk Wels Aktiengesellschaft / it & tel,ITandTEL TechCenter Linz,48.3192328075,14.2887812893,Linz,Oberösterreich,AT,PeeringDB,2021-12-31
Elektrizitätswerk Wels Aktiengesellschaft / it & tel,ITandTEL Wels,48.3192328075,14.2887812893,Linz,Oberösterreich,AT,PeeringDB,2021-12-31
Elektrizitätswerk Wels Aktiengesellschaft / it & tel,ITandTEL Voesendorf/Vienna,48.2000152782,16.3666389554,Vienna,Wien,AT,PeeringDB,2021-12-31
Elektrizitätswerk Wels Aktiengesellschaft / it & tel,ITandTEL Perg,48.3192328075,14.2887812893,Linz,Oberösterreich,AT,PeeringDB,2021-12-31
LLC MyBox,LLC MyBox,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
Lumen Technologies Inc,Level(3) Seattle Denny Way,47.5700020539,-122.339984987,Seattle,Washington,US,PeeringDB,2021-12-31
TimeWeb Co. Ltd.,TimeWeb DataCenter (SPb),59.9390145051,30.3160200589,St. Petersburg,City of St. Petersburg,RU,PeeringDB,2021-12-31
Webair,501 Franklin Ave,41.0533455598,-73.5391911231,Stamford,Connecticut,US,PeeringDB,2021-12-31
Chinese University of Hong Kong,CUHK,22.304980895,114.185009317,Hong Kong,,HK,PeeringDB,2021-12-31
"Critical Hub Networks, Inc.",Critical Hub DataCenter,18.4400230092,-66.1299792904,San Juan,,PR,PeeringDB,2021-12-31
SecureIT S.A.,SecureIT DCC,49.6116603791,6.13000280623,Luxembourg,Luxembourg,LU,PeeringDB,2021-12-31
SecureIT S.A.,SecureIT DCB1.1,49.6116603791,6.13000280623,Luxembourg,Luxembourg,LU,PeeringDB,2021-12-31
SecureIT S.A.,SecureIT DCB1.2,49.6116603791,6.13000280623,Luxembourg,Luxembourg,LU,PeeringDB,2021-12-31
SecureIT S.A.,SecureIT DCR,NULL,NULL,NULL,NULL,NULL,PeeringDB,2021-12-31
Selectel Ltd.,Tsvetochnaya Data Center,59.9390145051,30.3160200589,St. Petersburg,City of St. Petersburg,RU,PeeringDB,2021-12-31
Zayo Group,Zayo Networks,40.0384462678,-105.246092979,Boulder,Colorado,US,PeeringDB,2021-12-31
Unidata S.p.a.,Cornelia (Rome),41.9000122264,12.4478083889,Vatican City,Lazio,VA,PeeringDB,2021-12-31
Datahouse,Datahouse Belgium,50.8333170767,4.3333166083,Brussels,Brussels,BE,PeeringDB,2021-12-31
